Id,MSSubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,Bsmt,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CeNotralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1430,20,Residential Low Density,NA,12546,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,Northwest Ames,Norm,Norm,Single-Family Detached,1Story,6,7,1981,1981,Gable,CompShg,Metal Siding,Metal Siding,BrkFace,310,Gd,Gd,CBlock,Has Basement,Gd,TA,No,BLQ,678,Unf,0,762,1440,GasA,Ex,Yes,SBrkr,1440,0,0,1440,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attached to House,1981,Fin,2,467,TA,TA,Y,0,0,99,0,0,0,NA,NA,NA,0,4,2007,WD,Normal,182900
1358,20,Residential Low Density,NA,12537,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,6,1971,2008,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,GLQ,734,Unf,0,344,1078,GasA,Ex,Yes,SBrkr,1078,0,0,1078,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attached to House,1971,Fin,2,500,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,149900
1363,50,Residential Low Density,NA,12513,Pave,NA,IR1,Lvl,All Public Utilities,FR2,Gtl,North Ames,Feedr,Norm,Single-Family Detached,1.5 Stories,4,4,1920,2007,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,Gd,BrkTil,Has Basement,TA,Fa,No,Unf,0,Unf,0,715,715,GasA,Gd,Yes,SBrkr,1281,457,0,1738,0,0,2,0,4,1,TA,7,Typ,1,Gd,Attached to House,1920,Unf,1,368,TA,TA,Y,55,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,104900
768,50,Residential Low Density,75,12508,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Mitchel,Norm,Norm,Single-Family Detached,1.5 Stories,6,7,1940,1985,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,TA,CBlock,Has Basement,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Yes,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,NA,Attached to House,1989,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,NA,NA,Shed,1300,7,2008,WD,Normal,160000
208,20,Residential Low Density,NA,12493,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,4,5,1960,1960,Gable,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,PConc,Has Basement,TA,TA,No,ALQ,419,Rec,306,375,1100,GasA,TA,Yes,SBrkr,1100,0,0,1100,1,0,1,0,3,1,TA,6,Typ,1,Po,Attached to House,1960,RFn,1,312,TA,TA,Y,355,0,0,0,0,0,NA,GdWo,NA,0,4,2008,WD,Normal,141000
390,60,Residential Low Density,96,12474,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,2 Story,10,5,2007,2008,Gable,CompShg,Vinyl Siding,Vinyl Siding,Stone,272,Ex,TA,PConc,Has Basement,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,GasA,Ex,Yes,SBrkr,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008,Fin,3,846,TA,TA,Y,196,134,0,0,0,0,NA,NA,NA,0,8,2008,New,Partial,426000
607,20,Residential Low Density,82,12464,Pave,NA,IR2,Low,All Public Utilities,Corner,Mod,College Creek,Norm,Norm,Single-Family Detached,1Story,5,5,1996,1996,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,Gd,PConc,Has Basement,Gd,TA,No,GLQ,732,Unf,0,308,1040,GasA,Gd,Yes,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Gd,6,Typ,0,NA,Detached,2000,Unf,2,576,TA,TA,Y,168,0,0,0,0,0,NA,GdPrv,NA,0,11,2009,WD,Normal,152000
1188,20,Residential Low Density,89,12461,Pave,NA,Reg,Lvl,All Public Utilities,Corner,Gtl,North Ridge,Norm,Norm,Single-Family Detached,1Story,8,5,1994,1995,Gable,CompShg,Immitation Stucco,Immitation Stucco,None,0,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,1456,Unf,0,168,1624,GasA,Ex,Yes,SBrkr,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attached to House,1994,RFn,3,757,TA,TA,Y,0,114,192,0,0,0,NA,GdPrv,NA,0,7,2006,WD,Normal,262000
995,20,Residential Low Density,96,12456,Pave,NA,Reg,Lvl,All Public Utilities,FR2,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,1Story,10,5,2006,2007,Hip,CompShg,Cement Board,CmentBd,Stone,230,Ex,TA,PConc,Has Basement,Ex,TA,Gd,GLQ,1172,Unf,0,528,1700,GasA,Ex,Yes,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attached to House,2008,Fin,3,786,TA,TA,Y,216,48,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,337500
1438,20,Residential Low Density,96,12444,Pave,NA,Reg,Lvl,All Public Utilities,FR2,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,1Story,8,5,2008,2008,Hip,CompShg,Vinyl Siding,Vinyl Siding,Stone,426,Ex,TA,PConc,Has Basement,Ex,TA,Av,GLQ,1336,Unf,0,596,1932,GasA,Ex,Yes,SBrkr,1932,0,0,1932,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attached to House,2008,Fin,3,774,TA,TA,Y,0,66,0,304,0,0,NA,NA,NA,0,11,2008,New,Partial,394617
703,60,Residential Low Density,82,12438,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,StoneBr,Norm,Norm,Single-Family Detached,2 Story,8,5,2006,2006,Hip,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,466,Ex,TA,PConc,Has Basement,Ex,Gd,No,Unf,0,Unf,0,1234,1234,GasA,Ex,Yes,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006,Fin,3,666,TA,TA,Y,324,100,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,361919
259,60,Residential Low Density,80,12435,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,College Creek,Norm,Norm,Single-Family Detached,2 Story,7,5,2001,2001,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,172,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,361,Unf,0,602,963,GasA,Ex,Yes,SBrkr,963,829,0,1792,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attached to House,2001,RFn,2,564,TA,TA,Y,0,96,0,245,0,0,NA,NA,NA,0,5,2008,WD,Normal,231500
1411,60,Residential Low Density,79,12420,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,College Creek,Norm,Norm,Single-Family Detached,2 Story,7,5,2001,2001,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,666,Unf,0,278,944,GasA,Ex,Yes,SBrkr,944,896,0,1840,1,0,2,1,3,1,Gd,6,Typ,0,NA,Attached to House,2001,RFn,2,622,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,230000
175,20,Residential Low Density,47,12416,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Timberland,Norm,Norm,Single-Family Detached,1Story,6,5,1986,1986,Gable,CompShg,Vinyl Siding,Plywood,Stone,132,TA,TA,CBlock,Has Basement,Gd,Fa,No,ALQ,1398,LwQ,208,0,1606,GasA,TA,Yes,SBrkr,1651,0,0,1651,1,0,2,0,3,1,TA,7,Min2,1,TA,Attached to House,1986,Fin,2,616,TA,TA,Y,192,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,184000
340,20,Residential Low Density,66,12400,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,North Ames,Feedr,Norm,Single-Family Detached,1Story,6,7,1958,1998,Hip,CompShg,Wood Siding,Wood Siding,BrkFace,176,TA,TA,CBlock,Has Basement,TA,Fa,No,Rec,585,Unf,0,630,1215,GasA,TA,Yes,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,NA,Attached to House,1958,Unf,1,297,TA,TA,Y,0,0,0,0,234,0,NA,NA,NA,0,6,2009,WD,Normal,155000
823,60,Residential Low Density,NA,12394,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,Gilbert,Norm,Norm,Single-Family Detached,2 Story,7,5,2003,2003,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,Gd,TA,PConc,Has Basement,Gd,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,Yes,SBrkr,847,886,0,1733,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003,Fin,2,433,TA,TA,Y,100,48,0,0,0,0,NA,NA,NA,0,10,2007,WD,Family,225000
1238,60,Residential Low Density,41,12393,Pave,NA,IR2,Lvl,All Public Utilities,FR2,Gtl,College Creek,Norm,Norm,Single-Family Detached,2 Story,7,5,2004,2005,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,Gd,TA,PConc,Has Basement,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Yes,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,195000
661,60,Residential Low Density,NA,12384,Pave,NA,Reg,Lvl,All Public Utilities,CulDSac,Gtl,Northwest Ames,Norm,Norm,Single-Family Detached,2 Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233,TA,TA,CBlock,Has Basement,Gd,TA,No,Unf,0,Unf,0,793,793,GasA,TA,Yes,SBrkr,1142,793,0,1935,0,0,2,1,3,1,TA,7,Typ,1,TA,Attached to House,1976,RFn,2,550,TA,TA,Y,0,113,252,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,197900
310,20,Residential Low Density,90,12378,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,1Story,9,5,2003,2004,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,Gd,TA,PConc,Has Basement,Ex,TA,Gd,GLQ,1274,Unf,0,622,1896,GasA,Ex,Yes,SBrkr,1944,0,0,1944,1,0,2,0,3,1,Ex,8,Typ,3,Ex,Attached to House,2003,Fin,3,708,TA,TA,Y,208,175,0,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,360000
119,60,Residential Low Density,90,12376,Pave,NA,Reg,Lvl,All Public Utilities,Corner,Gtl,Sayer West,Norm,Norm,Single-Family Detached,2 Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Has Basement,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,GasA,Gd,Yes,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attached to House,1990,Unf,3,594,TA,TA,Y,367,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,320000
171,50,Residential Medium Density,NA,12358,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Old Town,Feedr,Norm,Single-Family Detached,1.5 Stories,5,6,1941,1950,Gable,CompShg,Metal Siding,Metal Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,Rec,360,Unf,0,360,720,GasA,TA,Yes,SBrkr,854,0,528,1382,0,0,1,1,2,1,TA,7,Typ,0,NA,Detached,1991,Unf,2,660,TA,TA,Y,237,0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,128500
440,50,Residential Low Density,67,12354,Pave,Grvl,Reg,Lvl,All Public Utilities,Corner,Gtl,Edwards,Norm,Norm,Single-Family Detached,1.5 Stories,6,8,1920,2000,Gable,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,BrkTil,Has Basement,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Yes,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,NA,Detached,2005,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,NA,GdPrv,Shed,800,8,2009,ConLI,Normal,110000
627,20,Residential Low Density,NA,12342,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,5,1960,1978,Hip,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,Unf,0,Unf,0,978,978,GasA,TA,Yes,SBrkr,1422,0,0,1422,0,0,1,0,3,1,TA,6,Min1,1,TA,Attached to House,1960,RFn,1,286,TA,TA,Y,0,0,36,0,0,0,NA,GdWo,Shed,600,8,2007,WD,Normal,139900
309,30,Residential Low Density,NA,12342,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Edwards,Norm,Norm,Single-Family Detached,1Story,4,5,1940,1950,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,TA,CBlock,Has Basement,TA,TA,No,BLQ,262,Unf,0,599,861,GasA,Ex,Yes,SBrkr,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,NA,Detached,1961,Unf,2,539,TA,TA,Y,158,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,82500
1248,80,Residential Low Density,NA,12328,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Mitchel,Norm,Norm,Single-Family Detached,Split Level,6,5,1976,1976,Gable,CompShg,Hard Board,Hard Board,BrkFace,335,TA,TA,CBlock,Has Basement,TA,TA,Av,GLQ,539,Unf,0,473,1012,GasA,TA,Yes,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,NA,Attached to House,1976,Unf,3,888,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,169900
569,50,Residential Low Density,79,12327,Pave,NA,IR1,Low,All Public Utilities,Inside,Mod,Sayer West,Norm,Norm,Single-Family Detached,1.5 Stories,8,8,1983,2009,Gable,CompShg,Wood Siding,Wood Siding,None,0,Gd,TA,CBlock,Has Basement,Gd,TA,Gd,GLQ,1441,Unf,0,55,1496,GasA,Ex,Yes,SBrkr,1496,636,0,2132,1,0,1,1,1,1,Gd,5,Min2,1,Gd,BuiltIn,1983,Fin,2,612,Gd,TA,Y,349,40,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,316600
806,20,Residential Low Density,91,12274,Pave,NA,IR1,Lvl,All Public Utilities,FR2,Gtl,Somerset,Norm,Norm,Single-Family Detached,1Story,7,5,2008,2008,Gable,CompShg,Vinyl Siding,Vinyl Siding,Stone,256,Gd,TA,PConc,Has Basement,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Yes,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,NA,Attached to House,2008,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,7,2008,New,Partial,227680
760,60,Residential Low Density,65,12257,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,North Ridge,Norm,Norm,Single-Family Detached,2 Story,8,5,1995,1995,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,513,Gd,TA,PConc,Has Basement,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Yes,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attached to House,1995,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,290000
1106,60,Residential Low Density,98,12256,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,North Ridge,Norm,Norm,Single-Family Detached,2 Story,8,5,1994,1995,Gable,CompShg,Hard Board,Hard Board,BrkFace,362,Gd,TA,PConc,Has Basement,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,GasA,Ex,Yes,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,Typ,2,TA,Attached to House,1994,RFn,2,712,TA,TA,Y,186,32,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,325000
620,60,Residential Low Density,85,12244,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Timberland,Norm,Norm,Single-Family Detached,2 Story,8,5,2003,2003,Hip,CompShg,Vinyl Siding,Vinyl Siding,Stone,226,Gd,TA,PConc,Has Basement,Gd,TA,Gd,GLQ,871,Unf,0,611,1482,GasA,Ex,Yes,SBrkr,1482,780,0,2262,1,0,2,1,4,1,Gd,10,Typ,2,Gd,Attached to House,2003,Fin,3,749,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,305000
488,20,Residential Low Density,70,12243,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,Northwest Ames,Norm,Norm,Single-Family Detached,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Has Basement,Gd,TA,Av,ALQ,998,Unf,0,486,1484,GasA,Gd,Yes,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,Attached to House,1971,Unf,2,487,TA,TA,Y,224,0,0,0,180,0,NA,NA,NA,0,2,2007,WD,Normal,175000
962,60,Residential Low Density,NA,12227,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,Northwest Ames,PosN,Norm,Single-Family Detached,2 Story,6,7,1977,1995,Gable,CompShg,Hard Board,Hard Board,BrkFace,424,TA,Gd,CBlock,Has Basement,Gd,Gd,No,ALQ,896,Unf,0,434,1330,GasA,TA,Yes,SBrkr,1542,1330,0,2872,1,0,2,1,4,1,TA,11,Typ,1,TA,Attached to House,1977,Fin,2,619,TA,TA,Y,550,282,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,272000
132,60,Residential Low Density,NA,12224,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,Gilbert,Norm,Norm,Single-Family Detached,2 Story,6,5,2000,2000,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,40,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,695,Unf,0,297,992,GasA,Ex,Yes,SBrkr,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000,RFn,2,390,TA,TA,Y,24,48,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,244000
516,20,Residential Low Density,94,12220,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,1Story,10,5,2009,2009,Hip,CompShg,Cement Board,CmentBd,BrkFace,305,Ex,TA,CBlock,Has Basement,Ex,TA,No,GLQ,1436,Unf,0,570,2006,GasA,Ex,Yes,SBrkr,2020,0,0,2020,1,0,2,1,3,1,Ex,9,Typ,1,Gd,Attached to House,2009,Fin,3,900,TA,TA,Y,156,54,0,0,0,0,NA,NA,NA,0,9,2009,New,Partial,402861
392,60,Residential Low Density,71,12209,Pave,NA,IR1,Lvl,All Public Utilities,CulDSac,Gtl,Mitchel,Norm,Norm,Single-Family Detached,2 Story,6,5,2001,2002,Gable,CompShg,Vinyl Siding,Vinyl Siding,None,0,TA,TA,PConc,Has Basement,Ex,TA,No,ALQ,690,Unf,0,114,804,GasA,Ex,Yes,SBrkr,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,2,560,TA,TA,Y,125,192,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,215000
790,60,Residential Low Density,NA,12205,Pave,NA,IR1,Low,All Public Utilities,Inside,Gtl,Clear Creek,Norm,Norm,Single-Family Detached,2 Story,6,8,1966,2007,Gable,CompShg,Hard Board,Hard Board,BrkFace,157,TA,TA,CBlock,Has Basement,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Yes,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,NA,Attached to House,1966,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,187500
982,60,Residential Low Density,98,12203,Pave,NA,IR1,Lvl,All Public Utilities,Corner,Gtl,North Ridge,Norm,Norm,Single-Family Detached,2 Story,8,5,1998,1999,Hip,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,975,Gd,TA,PConc,Has Basement,Gd,TA,No,GLQ,854,Unf,0,371,1225,GasA,Ex,Yes,SBrkr,1276,1336,0,2612,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attached to House,1998,Fin,3,676,TA,TA,Y,250,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,336000
163,20,Residential Low Density,95,12182,Pave,NA,Reg,Lvl,All Public Utilities,Corner,Gtl,Northridge Heights,Norm,Norm,Single-Family Detached,1Story,7,5,2005,2005,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,226,Gd,TA,PConc,Has Basement,Gd,TA,Mn,BLQ,1201,Unf,0,340,1541,GasA,Ex,Yes,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attached to House,2005,RFn,2,532,TA,TA,Y,0,70,0,0,0,0,NA,NA,NA,0,5,2010,New,Partial,220000
1145,190,Residential Low Density,60,12180,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,Edwards,Norm,Norm,Two-Family Conversion,1.5 Stories,4,4,1941,1950,Gable,CompShg,Metal Siding,Metal Siding,None,0,TA,Fa,BrkTil,Has Basement,Gd,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,No,FuseA,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,NA,Detached,1941,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2010,WD,Normal,80000
609,70,Residential Low Density,78,12168,Pave,NA,Reg,HLS,All Public Utilities,Inside,Mod,Crawford,Norm,Norm,Single-Family Detached,2 Story,8,6,1934,1998,Gable,CompShg,Brick Face,Wood Siding,None,0,TA,TA,PConc,Has Basement,Gd,TA,Mn,BLQ,428,Unf,0,537,965,GasA,TA,Yes,SBrkr,1940,1254,0,3194,0,0,2,1,4,1,TA,10,Typ,2,Gd,Basement Garage,1934,Unf,2,380,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2007,WD,Alloca,359100
890,20,Residential Low Density,128,12160,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Feedr,Norm,Single-Family Detached,1Story,6,4,1953,1953,Hip,CompShg,Wood Siding,Wood Siding,BrkFace,90,TA,TA,CBlock,Has Basement,TA,TA,No,BLQ,1024,Unf,0,481,1505,GasA,Ex,Yes,SBrkr,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,TA,Attached to House,1953,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,NA,NA,NA,0,2,2009,WD,Normal,149500
1234,20,Residential Low Density,NA,12160,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180,TA,TA,CBlock,Has Basement,TA,TA,No,Rec,1000,Unf,0,188,1188,GasA,Fa,Yes,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,NA,Attached to House,1959,RFn,2,531,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,COD,Abnorml,142000
1007,20,Residential Low Density,NA,12155,Pave,NA,IR3,Lvl,All Public Utilities,Inside,Gtl,North Ames,PosN,Norm,Single-Family Detached,1Story,6,3,1970,1970,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Has Basement,Gd,TA,No,LwQ,1237,Unf,0,420,1657,GasA,Gd,Yes,SBrkr,1657,0,0,1657,0,1,2,0,3,1,TA,7,Typ,1,TA,Attached to House,1970,Unf,2,484,TA,TA,Y,0,0,0,0,147,0,NA,NA,NA,0,3,2007,WD,Normal,163500
841,70,Residential High Density,NA,12155,Pave,NA,IR1,Lvl,All Public Utilities,Inside,Gtl,South & West of Iowa State University,Norm,Norm,Single-Family Detached,2 Story,6,8,1925,1950,Gable,CompShg,Wood Siding,Wood Siding,None,0,TA,TA,BrkTil,Has Basement,TA,TA,No,BLQ,156,Unf,0,516,672,GasA,TA,No,SBrkr,810,672,0,1482,0,0,2,0,4,1,Fa,7,Typ,0,NA,Detached,1934,Unf,1,400,TA,TA,P,0,0,254,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,140000
580,50,Residential Medium Density,81,12150,Pave,Grvl,Reg,Lvl,All Public Utilities,Inside,Gtl,Old Town,Norm,Norm,Single-Family Detached,1.5 Stories,5,5,1954,1954,Gable,CompShg,Metal Siding,Metal Siding,BrkFace,335,TA,TA,BrkTil,Has Basement,TA,TA,No,Unf,0,Unf,0,1050,1050,GasA,Ex,No,FuseF,1050,745,0,1795,0,0,2,0,4,1,TA,7,Typ,0,NA,Attached to House,1954,Unf,1,352,Fa,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,131500
874,40,Residential Low Density,60,12144,Pave,NA,Reg,Lvl,All Public Utilities,Inside,Gtl,North Ames,Norm,Norm,Single-Family Detached,1Story,5,7,1949,1950,Gable,CompShg,Hard Board,Hard Board,None,0,Gd,TA,CBlock,Has Basement,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Yes,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attached to House,1949,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,NA,NA,Othr,0,9,2009,WD,Normal,133000
816,20,Residential Low Density,48,12137,Pave,NA,IR2,Lvl,All Public Utilities,CulDSac,Gtl,College Creek,Norm,Norm,Single-Family Detached,1Story,7,5,1998,1998,Gable,CompShg,Vinyl Siding,Vinyl Siding,BrkFace,442,TA,TA,PConc,Has Basement,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Yes,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attached to House,1998,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,224900
